row_abs,keywords_llm,raw_response
529,"[""telemedicine"", ""social presence"", ""emergency nurse practitioners"", ""videoconferencing"", ""doctor patient communication""]","{""keywords"": [""telemedicine"", ""social presence"", ""emergency nurse practitioners"", ""videoconferencing"", ""doctor patient communication""]}"
530,"[""remote medical counselling"", ""internet users"", ""medical coverage"", ""internal medicine"", ""rural areas""]","{""keywords"": [""remote medical counselling"", ""internet users"", ""medical coverage"", ""internal medicine"", ""rural areas""]}"
531,"[""temporal logic"", ""kamp theorem"", ""time granularity"", ""linear orders"", ""modal language""]","{""keywords"": [""temporal logic"", ""kamp theorem"", ""time granularity"", ""linear orders"", ""modal language""]}"
532,"[""client satisfaction"", ""telepsychiatry"", ""face to face interviews"", ""psychiatric patients"", ""videoconferencing""]","{""keywords"": [""client satisfaction"", ""telepsychiatry"", ""face to face interviews"", ""psychiatric patients"", ""videoconferencing""]}"
533,"[""videoconferencing"", ""grand rounds"", ""medical education"", ""telemedicine"", ""continuing education""]","{""keywords"": [""videoconferencing"", ""grand rounds"", ""medical education"", ""telemedicine"", ""continuing education""]}"
534,"[""telemedicine"", ""diagnostic decisions"", ""management decisions"", ""psychiatry"", ""dermatology""]","{""keywords"": [""telemedicine"", ""diagnostic decisions"", ""management decisions"", ""psychiatry"", ""dermatology""]}"
535,"[""speech language pathology"", ""telehealth applications"", ""communication disorders"", ""patient outcomes"", ""cost effectiveness""]","{""keywords"": [""speech language pathology"", ""telehealth applications"", ""communication disorders"", ""patient outcomes"", ""cost effectiveness""]}"
536,"[""personal computer"", ""pc manufacturers"", ""computer hardware"", ""technology industry"", ""consumer electronics""]","{""keywords"": [""personal computer"", ""pc manufacturers"", ""computer hardware"", ""technology industry"", ""consumer electronics""]}"
537,"[""laptop computers"", ""intel pentium"", ""processor speed"", ""mobile technology"", ""computer hardware""]","{""keywords"": [""laptop computers"", ""intel pentium"", ""processor speed"", ""mobile technology"", ""computer hardware""]}"
538,"[""online marketing"", ""advertising tactics"", ""digital advertising"", ""internet marketing"", ""advertising dollars""]","{""keywords"": [""online marketing"", ""advertising tactics"", ""digital advertising"", ""internet marketing"", ""advertising dollars""]}"
539,"[""semantic web"", ""natural language"", ""formalized knowledge"", ""human intelligence"", ""structured data""]","{""keywords"": [""semantic web"", ""natural language"", ""formalized knowledge"", ""human intelligence"", ""structured data""]}"
540,"[""artificial intelligence"", ""computational intelligence"", ""lisp language"", ""machine creativity"", ""situation calculus""]","{""keywords"": [""artificial intelligence"", ""computational intelligence"", ""lisp language"", ""machine creativity"", ""situation calculus""]}"
541,"[""smart vehicles"", ""digital driving"", ""driver behavior"", ""intelligent transportation"", ""human centered design""]","{""keywords"": [""smart vehicles"", ""digital driving"", ""driver behavior"", ""intelligent transportation"", ""human centered design""]}"
542,"[""ship control"", ""differential game"", ""collision situation"", ""matrix game"", ""navigator system""]","{""keywords"": [""ship control"", ""differential game"", ""collision situation"", ""matrix game"", ""navigator system""]}"
543,"[""model checking"", ""branching time logic"", ""temporal logic"", ""model checking games"", ""complexity bounds""]","{""keywords"": [""model checking"", ""branching time logic"", ""temporal logic"", ""model checking games"", ""complexity bounds""]}"
544,"[""semantic web"", ""ontology language"", ""web development"", ""markup language"", ""knowledge base""]","{""keywords"": [""semantic web"", ""ontology language"", ""web development"", ""markup language"", ""knowledge base""]}"
545,"[""cell simulation"", ""molecular biology"", ""software engineering"", ""cell modeling"", ""genomics""]","{""keywords"": [""cell simulation"", ""molecular biology"", ""software engineering"", ""cell modeling"", ""genomics""]}"
546,"[""customer relationships"", ""open ended questions"", ""statistical learning"", ""questionnaire data"", ""survey analysis""]","{""keywords"": [""customer relationships"", ""open ended questions"", ""statistical learning"", ""questionnaire data"", ""survey analysis""]}"
547,"[""neural networks"", ""content filtering"", ""web pages"", ""pornography"", ""artificial intelligence""]","{""keywords"": [""neural networks"", ""content filtering"", ""web pages"", ""pornography"", ""artificial intelligence""]}"
548,"[""human centered design"", ""distributed systems"", ""human computer interaction"", ""artificial agents"", ""electronic medical records""]","{""keywords"": [""human centered design"", ""distributed systems"", ""human computer interaction"", ""artificial agents"", ""electronic medical records""]}"
549,"[""work systems"", ""system design"", ""scientific data"", ""technology integration"", ""organizational roles""]","{""keywords"": [""work systems"", ""system design"", ""scientific data"", ""technology integration"", ""organizational roles""]}"
550,"[""space missions"", ""life support"", ""human centered computing"", ""autonomous robots"", ""space operations""]","{""keywords"": [""space missions"", ""life support"", ""human centered computing"", ""autonomous robots"", ""space operations""]}"
551,"[""airline operations"", ""customer participation"", ""ethnographic methods"", ""human centered computing"", ""system reliability""]","{""keywords"": [""airline operations"", ""customer participation"", ""ethnographic methods"", ""human centered computing"", ""system reliability""]}"
552,"[""search and rescue"", ""robot assisted search"", ""brain implants"", ""operant conditioning"", ""mobile robots""]","{""keywords"": [""search and rescue"", ""robot assisted search"", ""brain implants"", ""operant conditioning"", ""mobile robots""]}"
553,"[""mathematical modelling"", ""liquid interface"", ""permeability variation"", ""filtration region"", ""numerical solution""]","{""keywords"": [""mathematical modelling"", ""liquid interface"", ""permeability variation"", ""filtration region"", ""numerical solution""]}"
554,"[""model checking"", ""unified modelling language"", ""formal semantics"", ""concurrent actions"", ""real time""]","{""keywords"": [""model checking"", ""unified modelling language"", ""formal semantics"", ""concurrent actions"", ""real time""]}"
555,"[""monte carlo method"", ""diffusion equation"", ""convective velocity"", ""euler scheme"", ""boundary value problem""]","{""keywords"": [""monte carlo method"", ""diffusion equation"", ""convective velocity"", ""euler scheme"", ""boundary value problem""]}"
556,"[""elliptic problems"", ""finite element"", ""boundary value"", ""iteration algorithms"", ""convergence rate""]","{""keywords"": [""elliptic problems"", ""finite element"", ""boundary value"", ""iteration algorithms"", ""convergence rate""]}"
557,"[""mathematical aspects"", ""computer aided trading"", ""statistical analysis"", ""price series"", ""probabilistic modelling""]","{""keywords"": [""mathematical aspects"", ""computer aided trading"", ""statistical analysis"", ""price series"", ""probabilistic modelling""]}"
558,"[""coagulation fragmentation"", ""kinetic equation"", ""optimal control"", ""operator equations"", ""iteration algorithms""]","{""keywords"": [""coagulation fragmentation"", ""kinetic equation"", ""optimal control"", ""operator equations"", ""iteration algorithms""]}"
559,"[""b-spline surfaces"", ""universal parametrization"", ""surface construction"", ""geometric continuity"", ""computer aided design""]","{""keywords"": [""b-spline surfaces"", ""universal parametrization"", ""surface construction"", ""geometric continuity"", ""computer aided design""]}"
560,"[""polar coordinates"", ""bezier curves"", ""sectrix curves"", ""spirals"", ""rational curves""]","{""keywords"": [""polar coordinates"", ""bezier curves"", ""sectrix curves"", ""spirals"", ""rational curves""]}"
561,"[""algebraic curve"", ""dual curve"", ""tangential equation"", ""inflection points"", ""polar reciprocation""]","{""keywords"": [""algebraic curve"", ""dual curve"", ""tangential equation"", ""inflection points"", ""polar reciprocation""]}"
562,"[""polynomial minimization"", ""symmetric linear constraints"", ""bezier curve"", ""blossoming theory"", ""elementary symmetric polynomials""]","{""keywords"": [""polynomial minimization"", ""symmetric linear constraints"", ""bezier curve"", ""blossoming theory"", ""elementary symmetric polynomials""]}"
563,"[""nurbs curves"", ""matrix representation"", ""b-spline functions"", ""cad cam systems"", ""polynomial forms""]","{""keywords"": [""nurbs curves"", ""matrix representation"", ""b-spline functions"", ""cad cam systems"", ""polynomial forms""]}"
